packId,packName,category,wordId,english,polish,sentenceEn,sentencePl
t1-p022,W skali 1-10,Liczby,t1-p022-009,Nine,Dziewięć,Nine out of ten agree.,Dziewięciu na dziesięciu się zgadza.
t1-p022,W skali 1-10,Liczby,t1-p022-010,Zero,Zero,The score is zero.,Wynik to zero.
t1-p023,Rodzina,Rzeczowniki,t1-p023-001,Brother,Brat,My brother lives abroad.,Mój brat mieszka za granicą.
t1-p023,Rodzina,Rzeczowniki,t1-p023-002,Daughter,Córka,My daughter starts school soon.,Moja córka wkrótce zaczyna szkołę.
t1-p023,Rodzina,Rzeczowniki,t1-p023-003,Children,Dzieci,They have three children.,Mają troje dzieci.
t1-p023,Rodzina,Rzeczowniki,t1-p023-004,Child,Dziecko,Every child deserves love.,Każde dziecko zasługuje na miłość.
t1-p023,Rodzina,Rzeczowniki,t1-p023-005,Mother,Matka,My mother taught me everything.,Moja matka nauczyła mnie wszystkiego.
t1-p023,Rodzina,Rzeczowniki,t1-p023-006,Husband,Mąż,Her husband is a doctor.,Jej mąż jest lekarzem.
t1-p023,Rodzina,Rzeczowniki,t1-p023-007,Father,Ojciec,My father worked hard.,Mój ojciec ciężko pracował.
t1-p023,Rodzina,Rzeczowniki,t1-p023-008,Family,Rodzina,Family always comes first.,Rodzina zawsze jest najważniejsza.
t1-p023,Rodzina,Rzeczowniki,t1-p023-009,Son,Syn,Their son just graduated.,Ich syn właśnie skończył szkołę.
t1-p023,Rodzina,Rzeczowniki,t1-p023-010,Wife,Żona,His wife is very kind.,Jego żona jest bardzo miła.
t1-p024,Slang 3,Slang,t1-p024-001,For real,"Serio, serio",Are you serious? For real?,Mówisz poważnie? Serio?
t1-p024,Slang 3,Slang,t1-p024-002,Lame,Lipa,That excuse is so lame.,Ta wymówka jest taka słaba.
t1-p024,Slang 3,Slang,t1-p024-003,Pal,Kumpel,"Thanks, pal!","Dzięki, kumplu!"
t1-p024,Slang 3,Slang,t1-p024-004,Y'all,Wy wszyscy,Y'all should come over.,"Powinniście wpaść, wszyscy."
t1-p024,Slang 3,Slang,t1-p024-005,Smartass,Mądrala,Don't be a smartass.,Nie bądź mądralą.
t1-p024,Slang 3,Slang,t1-p024-006,Loser,Przegryw,Stop calling him a loser.,Przestań nazywać go przegrywem.
t1-p024,Slang 3,Slang,t1-p024-007,Player,Podrywacz,He's known as a player.,Jest znany jako ostry zawodnik.
t1-p024,Slang 3,Slang,t1-p024-008,Cop,Gliniarz,A cop stopped my car.,Gliniarz zatrzymał mój samochód.
t1-p024,Slang 3,Slang,t1-p024-009,Crush,"Osoba, którą jesteś zauroczony",She's my new crush.,Ona jest moim nowym zauroczeniem.
t1-p024,Slang 3,Slang,t1-p024-010,Keep it real,Bądź sobą,"Just keep it real, always.",Po prostu zawsze bądź sobą.
t1-p025,Dom,Rzeczowniki,t1-p025-001,Desk,Biurko,My desk is a mess.,Moje biurko jest w bałaganie.
t1-p025,Dom,Rzeczowniki,t1-p025-002,Home,Dom,There's no place like home.,Nie ma to jak w domu.
t1-p025,Dom,Rzeczowniki,t1-p025-003,Door,Drzwi,Someone's at the door.,Ktoś jest przy drzwiach.
t1-p025,Dom,Rzeczowniki,t1-p025-004,Key,Klucz,I lost my house key.,Zgubiłem klucz do domu.
t1-p025,Dom,Rzeczowniki,t1-p025-005,Window,Okno,Open the window a bit.,Otwórz trochę okno.
t1-p025,Dom,Rzeczowniki,t1-p025-006,Table,Stół,Put it on the table.,Połóż to na stole.
t1-p025,Dom,Rzeczowniki,t1-p025-007,Light,Światło,Turn off the light.,Zgaś światło.
t1-p025,Dom,Rzeczowniki,t1-p025-008,Tub,Wanna,Fill up the tub.,Napełnij wannę.
t1-p025,Dom,Rzeczowniki,t1-p025-009,Lighter,Zapalniczka,Do you have a lighter?,Masz zapalniczkę?
t1-p025,Dom,Rzeczowniki,t1-p025-010,Clock,Zegar,The clock stopped working.,Zegar przestał działać.
t1-p026,Miary,Przymiotniki,t1-p026-001,Heavy,Ciężki,This box is really heavy.,To pudełko jest naprawdę ciężkie.
t1-p026,Miary,Przymiotniki,t1-p026-002,Long,Długi,That was a long meeting.,To było długie spotkanie.
t1-p026,Miary,Przymiotniki,t1-p026-003,Big,Duży,This house is really big.,Ten dom jest naprawdę duży.
t1-p026,Miary,Przymiotniki,t1-p026-004,Short,Krótki,My hair is quite short.,Moje włosy są dość krótkie.
t1-p026,Miary,Przymiotniki,t1-p026-005,Small,Mały,We live in a small flat.,Mieszkamy w małym mieszkaniu.
t1-p026,Miary,Przymiotniki,t1-p026-006,Little,Mały,"Just a little more, please.","Jeszcze trochę, proszę."
t1-p026,Miary,Przymiotniki,t1-p026-007,Soft,Miękki,This blanket is so soft.,Ten koc jest taki miękki.
t1-p026,Miary,Przymiotniki,t1-p026-008,Mini,Mini,I'll have the mini version.,Poproszę wersję mini.
t1-p026,Miary,Przymiotniki,t1-p026-009,Tall,Wysoki,He's taller than me.,On jest wyższy ode mnie.
t1-p026,Miary,Przymiotniki,t1-p026-010,High,Wysoki,The shelf is too high.,Półka jest za wysoko.
t1-p027,Jedzenie,Rzeczowniki,t1-p027-001,Bread,Chleb,Fresh bread smells amazing.,Świeży chleb pachnie niesamowicie.
t1-p027,Jedzenie,Rzeczowniki,t1-p027-002,Chocolate,Czekolada,I can't resist chocolate.,Nie mogę się oprzeć czekoladzie.
t1-p027,Jedzenie,Rzeczowniki,t1-p027-003,Food,Jedzenie,The food here is great.,Jedzenie tutaj jest świetne.
t1-p027,Jedzenie,Rzeczowniki,t1-p027-004,Ice cream,Lody,Let's get ice cream.,Chodźmy na lody.
t1-p027,Jedzenie,Rzeczowniki,t1-p027-005,Butter,Masło,Spread some butter on it.,Posmaruj to masłem.
t1-p027,Jedzenie,Rzeczowniki,t1-p027-006,Meat,Mięso,I don't eat much meat.,Nie jem dużo mięsa.
t1-p027,Jedzenie,Rzeczowniki,t1-p027-007,Honey,Miód,Add a spoon of honey.,Dodaj łyżkę miodu.
t1-p027,Jedzenie,Rzeczowniki,t1-p027-008,Rice,Ryż,Serve it with rice.,Podaj to z ryżem.
t1-p027,Jedzenie,Rzeczowniki,t1-p027-009,Cheese,Ser,I love aged cheese.,Uwielbiam dojrzały ser.
t1-p027,Jedzenie,Rzeczowniki,t1-p027-010,Breakfast,Śniadanie,Breakfast is ready!,Śniadanie gotowe!
t1-p028,Czas to pieniądz,Przysłówki,t1-p028-001,A few,Kilka,I need a few more minutes.,Potrzebuję jeszcze kilku minut.
t1-p028,Czas to pieniądz,Przysłówki,t1-p028-002,Always,Zawsze,You're always welcome here.,Zawsze jesteś tu mile widziany.
t1-p028,Czas to pieniądz,Przysłówki,t1-p028-003,Another,Jeszcze jeden,Can I get another coffee?,Mogę prosić o jeszcze jedną kawę?
t1-p028,Czas to pieniądz,Przysłówki,t1-p028-004,Just,Tylko,It's just a small mistake.,To tylko mały błąd.
t1-p028,Czas to pieniądz,Przysłówki,t1-p028-005,Little,Mało,There's little time left.,Zostało mało czasu.
t1-p028,Czas to pieniądz,Przysłówki,t1-p028-006,Much,Dużo,Thank you so much.,Dziękuję bardzo.
t1-p028,Czas to pieniądz,Przysłówki,t1-p028-007,Many,Wiele,There are so many options.,Jest tak wiele opcji.
t1-p028,Czas to pieniądz,Przysłówki,t1-p028-008,Never,Nigdy,I never lie to you.,Nigdy cię nie okłamuję.
t1-p028,Czas to pieniądz,Przysłówki,t1-p028-009,Often,Często,We don't talk that often.,Nie rozmawiamy tak często.
t1-p028,Czas to pieniądz,Przysłówki,t1-p028-010,Very,Bardzo,That's very kind of you.,To bardzo miłe z twojej strony.
t1-p029,Transport,Rzeczowniki,t1-p029-001,Bus,Autobus,The bus is full.,Autobus jest pełny.
t1-p029,Transport,Rzeczowniki,t1-p029-002,Road,Droga,The road is smooth.,Droga jest gładka.
t1-p029,Transport,Rzeczowniki,t1-p029-003,Flight,Lot,My flight is early.,Mój lot jest wczesny.
t1-p029,Transport,Rzeczowniki,t1-p029-004,Airport,Lotnisko,We go to the airport.,Idziemy na lotnisko.
t1-p029,Transport,Rzeczowniki,t1-p029-005,Train,Pociąg,The train is fast.,Pociąg jest szybki.
t1-p029,Transport,Rzeczowniki,t1-p029-006,Subway,Metro,Take the subway.,Weź metro.
t1-p029,Transport,Rzeczowniki,t1-p029-007,Bike,Rower,My bike is red.,Mój rower jest czerwony.
t1-p029,Transport,Rzeczowniki,t1-p029-008,Car,Samochód,I drive a car.,Prowadzę samochód.
t1-p029,Transport,Rzeczowniki,t1-p029-009,Airplane,Samolot,The airplane is big.,Samolot jest duży.
t1-p029,Transport,Rzeczowniki,t1-p029-010,Ship,Statek,The ship sails.,Statek płynie.
t1-p030,Części ciała,Rzeczowniki,t1-p030-001,Head,Głowa,My head hurts.,Boli mnie głowa.
t1-p030,Części ciała,Rzeczowniki,t1-p030-002,Leg,Noga,I broke my leg.,Złamałem nogę.
t1-p030,Części ciała,Rzeczowniki,t1-p030-003,Nose,Nos,My nose is cold.,Mój nos jest zimny.
t1-p030,Części ciała,Rzeczowniki,t1-p030-004,Eye,Oko,Look in my eye.,Spójrz mi w oczy.
t1-p030,Części ciała,Rzeczowniki,t1-p030-005,Hand,Ręka,Raise your hand.,Podnieś rękę.
t1-p030,Części ciała,Rzeczowniki,t1-p030-006,Heart,Serce,My heart is happy.,Moje serce jest szczęśliwe.
t1-p030,Części ciała,Rzeczowniki,t1-p030-007,Face,Twarz,Wash your face.,Umyj sobie twarz.
t1-p030,Części ciała,Rzeczowniki,t1-p030-008,Ear,Ucho,I have an earache.,Boli mnie ucho.
t1-p030,Części ciała,Rzeczowniki,t1-p030-009,Mouth,Usta,Open your mouth.,Otwórz usta.
t1-p030,Części ciała,Rzeczowniki,t1-p030-010,Hair,Włosy,My hair is black.,Moje włosy są czarne.
t1-p031,Nie przestawaj liczyć!,Liczby,t1-p031-001,Ten,Dziesięć,Ten plus one.,Dziesięć plus jeden.
t1-p031,Nie przestawaj liczyć!,Liczby,t1-p031-002,Eleven,Jedenaście,Eleven players make a team.,Jedenastu zawodników tworzy drużynę.
t1-p031,Nie przestawaj liczyć!,Liczby,t1-p031-003,Twelve,Dwanaście,It's twelve o'clock.,Jest dwunasta.
t1-p031,Nie przestawaj liczyć!,Liczby,t1-p031-004,Thirteen,Trzynaście,Thirteen is my lucky number.,Trzynastka to moja szczęśliwa liczba.
t1-p031,Nie przestawaj liczyć!,Liczby,t1-p031-005,Fourteen,Czternaście,She turned fourteen today.,Ona skończyła dziś czternaście lat.
t1-p031,Nie przestawaj liczyć!,Liczby,t1-p031-006,Fifteen,Piętnaście,Fifteen minutes later.,Piętnaście minut później.
t1-p031,Nie przestawaj liczyć!,Liczby,t1-p031-007,Sixteen,Szesnaście,Sweet sixteen!,Słodka szesnastka!
t1-p031,Nie przestawaj liczyć!,Liczby,t1-p031-008,Seventeen,Siedemnaście,Room number seventeen.,Pokój numer siedemnaście.
t1-p031,Nie przestawaj liczyć!,Liczby,t1-p031-009,Eighteen,Osiemnaście,You're an adult at eighteen.,W wieku osiemnastu lat jesteś dorosły.
t1-p031,Nie przestawaj liczyć!,Liczby,t1-p031-010,Nineteen,Dziewiętnaście,She's nineteen next month.,Ona kończy dziewiętnaście lat w przyszłym miesiącu.
t1-p032,Higiena I wygląd,Rzeczowniki,t1-p032-001,Tissue,Chusteczka do nosa,Pass me a tissue.,Podaj mi chusteczkę.
t1-p032,Higiena I wygląd,Rzeczowniki,t1-p032-002,Comb,Grzebień,Where's my comb?,Gdzie jest mój grzebień?
t1-p032,Higiena I wygląd,Rzeczowniki,t1-p032-003,Soap,Mydło,Wash with soap.,Umyj się mydłem.
t1-p032,Higiena I wygląd,Rzeczowniki,t1-p032-004,Toilet paper,Papier toaletowy,We need more toilet paper.,Potrzebujemy więcej papieru toaletowego.
t1-p032,Higiena I wygląd,Rzeczowniki,t1-p032-005,Toothpaste,Pasta do zębów,Squeeze the toothpaste.,Wyciśnij pastę do zębów.
t1-p032,Higiena I wygląd,Rzeczowniki,t1-p032-006,Shower,Prysznic,I take a shower every morning.,Biorę prysznic każdego ranka.
t1-p032,Higiena I wygląd,Rzeczowniki,t1-p032-007,Towel,Ręcznik,Hand me a towel.,Podaj mi ręcznik.
t1-p032,Higiena I wygląd,Rzeczowniki,t1-p032-008,Shampoo,Szampon,This shampoo smells nice.,Ten szampon ładnie pachnie.
t1-p032,Higiena I wygląd,Rzeczowniki,t1-p032-009,Toothbrush,Szczoteczka do zębów,My toothbrush is blue.,Moja szczoteczka do zębów jest niebieska.
t1-p032,Higiena I wygląd,Rzeczowniki,t1-p032-010,Hairbrush,Szczotka do włosów,She lost her hairbrush.,Zgubiła swoją szczotkę do włosów.
t1-p033,Kalendarz I czas,Rzeczowniki,t1-p033-001,Hour,Godzina,One hour later.,Godzinę później.
t1-p033,Kalendarz I czas,Rzeczowniki,t1-p033-002,Minute,Minuta,Give me a minute.,Daj mi minutę.
t1-p033,Kalendarz I czas,Rzeczowniki,t1-p033-003,Night,Noc,"Good night, sleep well.","Dobranoc, śpij dobrze."
t1-p033,Kalendarz I czas,Rzeczowniki,t1-p033-004,Friday,Piątek,Friday is fun.,Piątek jest zabawny.
t1-p033,Kalendarz I czas,Rzeczowniki,t1-p033-005,Afternoon,Popołudnie,See you this afternoon.,Do zobaczenia po południu.
t1-p033,Kalendarz I czas,Rzeczowniki,t1-p033-006,Year,Rok,This year flew by.,Ten rok przeleciał szybko.
t1-p033,Kalendarz I czas,Rzeczowniki,t1-p033-007,Second,Sekunda,Just a second.,Chwileczkę.
t1-p033,Kalendarz I czas,Rzeczowniki,t1-p033-008,Week,Tydzień,I'll call you next week.,Zadzwonię do ciebie w przyszłym tygodniu.
t1-p033,Kalendarz I czas,Rzeczowniki,t1-p033-009,Weekend,Weekend,Any plans for the weekend?,Masz jakieś plany na weekend?
t1-p033,Kalendarz I czas,Rzeczowniki,t1-p033-010,Evening,Wieczór,We're free this evening.,Jesteśmy wolni dziś wieczorem.
t1-p034,Pogoda,Rzeczowniki,t1-p034-001,Rain,Deszcz,It's raining today.,Dzisiaj pada deszcz.
t1-p034,Pogoda,Rzeczowniki,t1-p034-002,Ice,Lód,The lake froze to ice.,Jezioro zamarzło na lód.
t1-p034,Pogoda,Rzeczowniki,t1-p034-003,Sky,Niebo,The sky turned orange.,Niebo zrobiło się pomarańczowe.
t1-p034,Pogoda,Rzeczowniki,t1-p034-004,Weather,Pogoda,Check the weather.,Sprawdź pogodę.
t1-p034,Pogoda,Rzeczowniki,t1-p034-005,Air,Powietrze,The air feels fresh.,Powietrze jest świeże.
t1-p034,Pogoda,Rzeczowniki,t1-p034-006,Sun,Słońce,The sun is bright.,Słońce jest jasne.
t1-p034,Pogoda,Rzeczowniki,t1-p034-007,Degree celsius,Stopień celsjusza,It's thirty degrees Celsius.,Jest trzydzieści stopni Celsjusza.
t1-p034,Pogoda,Rzeczowniki,t1-p034-008,Snow,Śnieg,It's snowing now.,Teraz pada śnieg.
t1-p034,Pogoda,Rzeczowniki,t1-p034-009,Temperature,Temperatura,The temperature is high.,Temperatura jest wysoka.
t1-p034,Pogoda,Rzeczowniki,t1-p034-010,Wind,Wiatr,The wind is cold.,Wiatr jest zimny.
t1-p035,Zwierzęta,Rzeczowniki,t1-p035-001,Horse,Koń,A horse runs fast.,Koń biega szybko.
t1-p035,Zwierzęta,Rzeczowniki,t1-p035-002,Cat,Kot,The cat is sleeping.,Kot śpi.
t1-p035,Zwierzęta,Rzeczowniki,t1-p035-003,Cow,Krowa,A cow eats grass.,Krowa je trawę.
t1-p035,Zwierzęta,Rzeczowniki,t1-p035-004,Butterfly,Motyl,Butterflies are pretty.,Motyle są ładne.
t1-p035,Zwierzęta,Rzeczowniki,t1-p035-005,Fly,Mucha,A fly buzzes.,Mucha brzęczy.
t1-p035,Zwierzęta,Rzeczowniki,t1-p035-006,Mouse,Mysz,I need a mouse.,Potrzebuję myszki.
t1-p035,Zwierzęta,Rzeczowniki,t1-p035-007,Spider,Pająk,A spider spins webs.,Pająk tka sieci.
t1-p035,Zwierzęta,Rzeczowniki,t1-p035-008,Dog,Pies,A dog is loyal.,Pies jest lojalny.
t1-p035,Zwierzęta,Rzeczowniki,t1-p035-009,Pig,Świnia,A pig is pink.,Świnia jest różowa.
t1-p035,Zwierzęta,Rzeczowniki,t1-p035-010,Animal,Zwierzę,An animal is alive.,Zwierzę żyje.
t1-p036,Slang 4,Slang,t1-p036-001,Ain't got no,Nie mam,I ain't got no money.,Nie mam ani grosza.
t1-p036,Slang 4,Slang,t1-p036-002,Back in the day,Za starych czasów,"Back in the day, things were simple.",Za starych czasów było prościej.
t1-p036,Slang 4,Slang,t1-p036-003,Bet,No pewnie,You bet I will.,Możesz na tym polegać.
t1-p036,Slang 4,Slang,t1-p036-004,Keep it 100,Bądź autentyczny,Just keep it 100 with me.,Bądź ze mną szczery.
t1-p036,Slang 4,Slang,t1-p036-005,Ping me,Puść mi strzałę,Ping me when you land.,"Napisz do mnie, jak wylądujesz."
t1-p036,Slang 4,Slang,t1-p036-006,You dig?,Kumasz?,You dig?,Kumasz?
t1-p036,Slang 4,Slang,t1-p036-007,Gotta split,Muszę spadać,"I gotta split, see ya.","Muszę spadać, nara."
t1-p036,Slang 4,Slang,t1-p036-008,I can't even,Brak mi słów,I can't even deal with this.,Nie ogarniam tego w ogóle.
t1-p036,Slang 4,Slang,t1-p036-009,Seen,Widziałem,Just seen your message.,Właśnie widziałem twoją wiadomość.
t1-p036,Slang 4,Slang,t1-p036-010,You're telling me,Nawet mi nie mów,You're telling me!,Nawet mi nie mów!
t1-p037,Przymiotniki 2,Przymiotniki,t1-p037-001,Empty,Pusty,The fridge is empty.,Lodówka jest pusta.
t1-p037,Przymiotniki 2,Przymiotniki,t1-p037-002,Open,Otwarty,The shop is open.,Sklep jest otwarty.
t1-p037,Przymiotniki 2,Przymiotniki,t1-p037-003,Closed,Zamknięty,"Sorry, we're closed.","Przepraszamy, jesteśmy zamknięci."
t1-p037,Przymiotniki 2,Przymiotniki,t1-p037-004,Free,Bezpłatny,Entry is free today.,Wstęp jest dziś bezpłatny.
t1-p037,Przymiotniki 2,Przymiotniki,t1-p037-005,Expensive,Drogi,This watch is expensive.,Ten zegarek jest drogi.
t1-p037,Przymiotniki 2,Przymiotniki,t1-p037-006,Cheap,Tani,I found a cheap flight.,Znalazłem tani lot.
t1-p037,Przymiotniki 2,Przymiotniki,t1-p037-007,Left,Lewy,Turn left at the corner.,Skręć w lewo na rogu.
t1-p037,Przymiotniki 2,Przymiotniki,t1-p037-008,Right,Prawy,It's on your right.,To jest po twojej prawej.
t1-p037,Przymiotniki 2,Przymiotniki,t1-p037-009,Dark,Ciemny,The room is dark.,Pokój jest ciemny.
t1-p037,Przymiotniki 2,Przymiotniki,t1-p037-010,Light,Jasny,This color is very light.,Ten kolor jest bardzo jasny.
t1-p038,Warzywa I owoce,Rzeczowniki,t1-p038-001,Banana,Banan,I eat a banana for breakfast.,Jem banana na śniadanie.
t1-p038,Warzywa I owoce,Rzeczowniki,t1-p038-002,Lemon,Cytryna,Add a slice of lemon.,Dodaj plasterek cytryny.
t1-p038,Warzywa I owoce,Rzeczowniki,t1-p038-003,Apple,Jabłko,This apple is crunchy.,To jabłko jest chrupiące.
t1-p038,Warzywa I owoce,Rzeczowniki,t1-p038-004,Cucumber,Ogórek,This cucumber is fresh.,Ten ogórek jest świeży.
t1-p038,Warzywa I owoce,Rzeczowniki,t1-p038-005,Fruit,Owoc,Fresh fruit is good.,Świeże owoce są dobre.
t1-p038,Warzywa I owoce,Rzeczowniki,t1-p038-006,Pepper,Papryka,This pepper is spicy.,Ta papryka jest ostra.
t1-p038,Warzywa I owoce,Rzeczowniki,t1-p038-007,Orange,Pomarańcza,The orange is orange.,Pomarańcza jest pomarańczowa.
t1-p038,Warzywa I owoce,Rzeczowniki,t1-p038-008,Tomato,Pomidor,This tomato is red.,Ten pomidor jest czerwony.
t1-p038,Warzywa I owoce,Rzeczowniki,t1-p038-009,Vegetable,Warzywo,Eat your vegetables.,Jedz warzywa.
t1-p038,Warzywa I owoce,Rzeczowniki,t1-p038-010,Potato,Ziemniak,Potatoes are good.,Ziemniaki są dobre.
t1-p039,Finanse,Rzeczowniki,t1-p039-001,Banknote,Banknot,This banknote is torn.,Ten banknot jest podarty.
t1-p039,Finanse,Rzeczowniki,t1-p039-002,Budget,Budżet,My budget is small.,Mój budżet jest mały.
t1-p039,Finanse,Rzeczowniki,t1-p039-003,Price,Cena,What's the price?,Jaka jest cena?
t1-p039,Finanse,Rzeczowniki,t1-p039-004,Cash,Gotówka,Do you accept cash?,Przyjmujecie gotówkę?
t1-p039,Finanse,Rzeczowniki,t1-p039-005,Debit card,Karta debetowa,I'll pay by debit card.,Zapłacę kartą debetową.
t1-p039,Finanse,Rzeczowniki,t1-p039-006,Credit card,Karta kredytowa,My credit card expired.,Moja karta kredytowa straciła ważność.
t1-p039,Finanse,Rzeczowniki,t1-p039-007,Account,Konto,I opened a new account.,Otworzyłem nowe konto.
t1-p039,Finanse,Rzeczowniki,t1-p039-008,Credit,Kredyt,I bought it on credit.,Kupiłem to na kredyt.
t1-p039,Finanse,Rzeczowniki,t1-p039-009,Salary,Pensja,My salary arrives on Friday.,Moja pensja przychodzi w piątek.
t1-p039,Finanse,Rzeczowniki,t1-p039-010,Money,Pieniądze,I need money.,Potrzebuję pieniędzy.
t1-p040,"Mali, lecz ważni",Maleństwa,t1-p040-001,But,Ale,"I'm tired, but happy.","Jestem zmęczony, ale szczęśliwy."
t1-p040,"Mali, lecz ważni",Maleństwa,t1-p040-002,Well,Cóż,"Well, let's begin.","Cóż, zacznijmy."
t1-p040,"Mali, lecz ważni",Maleństwa,t1-p040-003,For,Dla,This gift is for you.,Ten prezent jest dla ciebie.
t1-p040,"Mali, lecz ważni",Maleństwa,t1-p040-004,And,I,"Salt and pepper, please.","Sól i pieprz, proszę."
t1-p040,"Mali, lecz ważni",Maleństwa,t1-p040-005,If,Jeśli,"If you need help, ask.","Jeśli potrzebujesz pomocy, poproś."
t1-p040,"Mali, lecz ważni",Maleństwa,t1-p040-006,No,Nie,"No, thank you.","Nie, dziękuję."
t1-p040,"Mali, lecz ważni",Maleństwa,t1-p040-007,Yes,Tak,"Yes, I agree.","Tak, zgadzam się."
t1-p040,"Mali, lecz ważni",Maleństwa,t1-p040-008,So,Więc,"So, what's the plan?",Więc jaki jest plan?
t1-p040,"Mali, lecz ważni",Maleństwa,t1-p040-009,All,Wszyscy,We all agreed.,Wszyscy się zgodziliśmy.
t1-p040,"Mali, lecz ważni",Maleństwa,t1-p040-010,To,Żeby,I saved money to travel.,"Oszczędzałem pieniądze, żeby podróżować."
t1-p041,Sprzęt elektroniczny,Rzeczowniki,t1-p041-001,Battery,Bateria,My battery is low.,Mój akumulator jest słaby.
t1-p041,Sprzęt elektroniczny,Rzeczowniki,t1-p041-002,Camera,Aparat,My camera is broken.,Mój aparat jest zepsuty.
t1-p041,Sprzęt elektroniczny,Rzeczowniki,t1-p041-003,Computer,Komputer,My computer crashed again.,Mój komputer znowu się zawiesił.
t1-p041,Sprzęt elektroniczny,Rzeczowniki,t1-p041-004,Laptop,Laptop,I forgot my laptop at home.,Zapomniałem laptopa w domu.
t1-p041,Sprzęt elektroniczny,Rzeczowniki,t1-p041-005,Charger,Ładowarka,Can I borrow your charger?,Mogę pożyczyć twoją ładowarkę?
t1-p041,Sprzęt elektroniczny,Rzeczowniki,t1-p041-006,Phone call,Rozmowa telefoniczna,I missed your phone call.,Nie odebrałem twojego telefonu.
t1-p041,Sprzęt elektroniczny,Rzeczowniki,t1-p041-007,Hairdryer,Suszarka do włosów,The hairdryer is too loud.,Suszarka do włosów jest za głośna.
t1-p041,Sprzęt elektroniczny,Rzeczowniki,t1-p041-008,Telephone,Telefon,"Answer the telephone, please.","Odbierz telefon, proszę."
t1-p041,Sprzęt elektroniczny,Rzeczowniki,t1-p041-009,Mobile phone,Telefon komórkowy,I lost my mobile phone.,Zgubiłem telefon komórkowy.
t1-p041,Sprzęt elektroniczny,Rzeczowniki,t1-p041-010,Message,Wiadomość,You have a new message.,Masz nową wiadomość.
t1-p042,Przymiotniki 3,Przymiotniki,t1-p042-001,Full,Pełny,I'm already full.,Jestem już najedzony.
t1-p042,Przymiotniki 3,Przymiotniki,t1-p042-002,Medium,Średni,"A medium coffee, please.","Średnią kawę, proszę."
t1-p042,Przymiotniki 3,Przymiotniki,t1-p042-003,Old,Stary,This building is very old.,Ten budynek jest bardzo stary.
t1-p042,Przymiotniki 3,Przymiotniki,t1-p042-004,Cold,Zimny,The water is cold.,Woda jest zimna.
t1-p042,Przymiotniki 3,Przymiotniki,t1-p042-005,Far,Daleki,The station is quite far.,Stacja jest dość daleko.
t1-p042,Przymiotniki 3,Przymiotniki,t1-p042-006,Hungry,Głodny,I'm getting hungry.,Robię się głodny.
t1-p042,Przymiotniki 3,Przymiotniki,t1-p042-007,Sad,Smutny,I'm a bit sad.,Jestem trochę smutny.
t1-p042,Przymiotniki 3,Przymiotniki,t1-p042-008,Free,Wolny,Are you free tonight?,Jesteś wolny dziś wieczorem?
t1-p042,Przymiotniki 3,Przymiotniki,t1-p042-009,Stupid,Głupi,That was a stupid mistake.,To był głupi błąd.
t1-p042,Przymiotniki 3,Przymiotniki,t1-p042-010,Dangerous,Niebezpieczny,This road is dangerous.,Ta droga jest niebezpieczna.
t1-p043,Szkoła,Rzeczowniki,t1-p043-001,Mistake,Błąd,I made a mistake.,Zrobiłem błąd.
t1-p043,Szkoła,Rzeczowniki,t1-p043-002,Pen,Długopis,I need a pen.,Potrzebuję długopisu.
t1-p043,Szkoła,Rzeczowniki,t1-p043-003,Exam,Egzamin,My exam is hard.,Mój egzamin jest trudny.
t1-p043,Szkoła,Rzeczowniki,t1-p043-004,Lesson,Lekcja,The lesson starts at nine.,Lekcja zaczyna się o dziewiątej.
t1-p043,Szkoła,Rzeczowniki,t1-p043-005,Pencil,Ołówek,Do you have a pencil?,Masz ołówek?
t1-p043,Szkoła,Rzeczowniki,t1-p043-006,Homework,Praca domowa,I finish my homework.,Kończę pracę domową.
t1-p043,Szkoła,Rzeczowniki,t1-p043-007,Topic,Temat,Let's change the topic.,Zmieńmy temat.
t1-p043,Szkoła,Rzeczowniki,t1-p043-008,Test,Test,I passed the test.,Zdałem test.
t1-p043,Szkoła,Rzeczowniki,t1-p043-009,Student,Uczeń,I am a student.,Jestem uczniem.
t1-p043,Szkoła,Rzeczowniki,t1-p043-010,Notebook,Zeszyt,Write in your notebook.,Pisz w zeszycie.
t1-p044,Człowiek,Rzeczowniki,t1-p044-001,Hero,Bohater,You're my hero.,Jesteś moim bohaterem.
t1-p044,Człowiek,Rzeczowniki,t1-p044-002,Boyfriend,Chłopak,This is my boyfriend.,To jest mój chłopak.
t1-p044,Człowiek,Rzeczowniki,t1-p044-003,Boy,Chłopak,That boy is my nephew.,Ten chłopak to mój bratanek.
t1-p044,Człowiek,Rzeczowniki,t1-p044-004,Girlfriend,Dziewczyna,Have you met his girlfriend?,Poznałeś jego dziewczynę?
t1-p044,Człowiek,Rzeczowniki,t1-p044-005,Name,Imię,What's your name?,Jak masz na imię?
t1-p044,Człowiek,Rzeczowniki,t1-p044-006,Woman,Kobieta,That woman looks familiar.,Ta kobieta wygląda znajomo.
t1-p044,Człowiek,Rzeczowniki,t1-p044-007,People,Ludzie,Some people never change.,Niektórzy ludzie nigdy się nie zmieniają.
t1-p044,Człowiek,Rzeczowniki,t1-p044-008,Teenager,Nastolatek,My daughter is a teenager now.,Moja córka jest teraz nastolatką.
t1-p044,Człowiek,Rzeczowniki,t1-p044-009,Person,Osoba,That person is nice.,Ta osoba jest miła.
